bottle,variety,country,description,designation,points,price,province,region_1,region_2,winery,taster_name,taster_twitter_handle
Wayfarer 2014 The Traveler Pinot Noir (Fort Ross-Seaview),Pinot Noir,US,"Structured, with years to go to take on added complexity and personality, this wine is also a study in immediate gratification, as it's presently so juicy and easy to enjoy. It comes from an east-facing block, planted to a suitcase clone. Exotic, rich red and black berry and cinnamon form an alliance of balance and mouthwatering seduction. The oak and tannin are fully in sync, while a salty, meaty finish provides additional decadence.",The Traveler,98,155,California,Fort Ross-Seaview,Sonoma,Wayfarer,Virginie Boone,@vboone
Robert Weil 2015 Kiedrich Gräfenberg Trockenbeerenauslese Riesling (Rheingau),Riesling,Germany,"With layers upon layers of spicy saffron, peach, honey and caramel to be enjoyed on the nose alone, this heady botrytized Riesling is pure hedonism. The sweet-tart palate is deft and spry yet deeply lusciously penetrating in flavor. Spine-tingling acidity darts through a honeyed, waxy slick that extends the finish endlessly. It's already a heart-stopping wine but will continue to improve for decades to come.",Kiedrich Gräfenberg Trockenbeerenauslese,98,775,Rheingau,[EMPTY],[EMPTY],Robert Weil,Anna Lee C. Iijima,[EMPTY]
Brezza 2013 Cannubi  (Barolo),Nebbiolo,Italy,"One of the best expressions from the classic Cannubi vineyard area, this fragrant red is all about finesse, opening with enticing scents of perfumed berry, iris, rose, chopped herb, baking spice and new leather. The vibrant palate boasts structure as well as an almost ethereal elegance, delivering succulent red cherry, crushed strawberry, cinnamon and licorice wrapped in refined tannins. Bright acidity lends impeccable balance. Drink from 2021 through 2043.",Cannubi,98,60,Piedmont,Barolo,[EMPTY],Brezza,Kerin O’Keefe,@kerinokeefe
Comm. G. B. Burlotto 2013 Monvigliero  (Barolo),Nebbiolo,Italy,"Always the firm's showstopper and one of the best expressions of this celebrated vineyard, the 2013 doesn't disappoint. It opens with alluring scents of wild red berry, Alpine herb, truffle, graphite and new leather while the dazzling palate boasts Marasca cherry, clove, cinnamon, tobacco and a balsamic note. It already shows remarkable finesse and complexity but still needs years to develop to its full and impressive potential. Drink from 2025 through 2050.",Monvigliero,98,70,Piedmont,Barolo,[EMPTY],Comm. G. B. Burlotto,Kerin O’Keefe,@kerinokeefe
Massolino 2011 Vigna Rionda Riserva  (Barolo),Nebbiolo,Italy,"From one of the most celebrated vineyards in the entire Barolo denomination, this gorgeous wine boasts captivating aromas of new leather, underbrush, ripe berry, tobacco, a whiff of tilled soil and a balsamic note. Seamlessly combining elegance and structure, the long, compelling palate delivers layers of juicy black cherry, ripe raspberry, licorice and clove alongside a backbone of noble tannins. It's already a fantastic showing and will age wonderfully for decades. Drink 2021–2046.",Vigna Rionda Riserva,98,151,Piedmont,Barolo,[EMPTY],Massolino,Kerin O’Keefe,@kerinokeefe
Giuseppe Rinaldi 2013 Brunate  (Barolo),Nebbiolo,Italy,"Classic Nebbiolo aromas of new leather, menthol, pressed rose, perfumed wild berry and chopped aromatic herb continuously lift out of the glass. The luminous, delicious palate delivers layers of succulent Marasca cherry, crushed raspberry, cinnamon and star anise set against a backbone of youthfully assertive but fine tannins. Bright acidity gives it wonderful balance while a note of pipe tobacco graces the lingering finish. Drink 2028–2048.",Brunate,98,300,Piedmont,Barolo,[EMPTY],Giuseppe Rinaldi,Kerin O’Keefe,@kerinokeefe
Tenuta San Guido 2013  Bolgheri Sassicaia,Red Blend,Italy,"Red berry, cedar and light spice aromas lead the way on this dazzling red. The vibrant palate is loaded with finesse, delivering bright red currant, red raspberry, white pepper and chopped herb alongside bright acidity and firm, polished tannins. Impeccably balanced, it's loaded with elegance, energy and intensity but it's still young, so give it time to fully develop. Drink 2020–2038.",[EMPTY],98,235,Tuscany,Bolgheri Sassicaia,[EMPTY],Tenuta San Guido,Kerin O’Keefe,@kerinokeefe
Iron Horse 2003 Joy! Estate Bottled Sparkling (Green Valley),Sparkling Blend,US,"This is an incredibly beautiful and yes, joyful, sparkler, made from equal parts Chardonnay and Pinot Noir. This particular offering was disgorged in July 2016. It positively impresses in minerality, complemented by a more fulsome sense of lemon, apple and hazelnut on the creamy palate, leaving a rich trail of silk on the finish.",Joy! Estate Bottled,98,250,California,Green Valley,Sonoma,Iron Horse,Virginie Boone,@vboone
Louis Jadot 2014  Bâtard-Montrachet,Chardonnay,France,"This is a major wine from a great white wine vintage that's naturally impressive and intense. Ripe white and yellow fruit dominates the palate, sustained by wood aging flavors and tight, nervy texture. Bâtard-Montrachet is largest of the five white Grand Crus in Puligny and Chassagne Montrachet. Drink from 2024.",[EMPTY],98,367,Burgundy,Bâtard-Montrachet,[EMPTY],Louis Jadot,Roger Voss,@vossroger
Shafer 2012 Hillside Select Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,US,"The highly sought-after, perennially beautiful and brawny Hillside Select is 100% estate grown and 100% varietal. It wows after three years in barrel, painting a lush picture of tobacco, tea and firm, integrated tannin dusted in smoky clove scents. Intensely peppery, its youthful blackberry and cherry flavors shine through but will benefit from even more time in bottle, through 2032.",Hillside Select,98,265,California,Stags Leap District,Napa,Shafer,Virginie Boone,@vboone
Joseph Phelps 2013 Insignia 40th Vintage Estate Grown Red (Napa Valley),Bordeaux-style Red Blend,US,"The mighty Insignia shows a vibrancy of purpose and craft in this, its 40th vintage, combining 88% Cabernet Sauvignon, 5% Petit Verdot, 3% Merlot, 3% Malbec and 1% Cabernet Franc. Together they find a higher calling of perfumed violet, dark plum and berry along with graphite and an edginess of dried herb. Firm, structured tannins show tremendous potential for aging and decanting. This is a near-perfect effort from a blockbuster vintage.",Insignia 40th Vintage Estate Grown,98,250,California,Napa Valley,Napa,Joseph Phelps,Virginie Boone,@vboone
Standish 2006 The Relic Shiraz (Barossa Valley),Shiraz,Australia,"This prodigious wine showcases Barossa's ability to deliver big, mouthfilling flavors without any suggestion of heat or heaviness. Scents of stone fruit, pepper and red currants mark the nose, while the flavors take on a darker cast, heading toward black cherries and black olives. The tannins are supremely silky, but this graceful, feminine beauty should drink well through at least 2020.",The Relic,98,135,South Australia,Barossa Valley,[EMPTY],Standish,Joe Czerwinski,@JoeCz
Blandy's 1969 Bual (Madeira),Bual,Portugal,"A superb wine that brings together all the great elements of aged Madeira. There is a wonderful tight acidity over the natural sweetness of the wine, with notes of raisin, dark plum, smoke and surprising freshness, considering its age. This gorgeous limited edition wine will not age longer in the bottle, but can certainly be kept for several weeks once opened.",[EMPTY],98,230,Madeira,[EMPTY],[EMPTY],Blandy's,Roger Voss,@vossroger
Salon 2004 Le Mesnil Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,France,"Salon's releases are rare and signify a great vintage—the last release was the 2002. Coming from grand cru vineyards in Le Mesnil-sur-Oger, this 2004 is complex and concentrated, capturing the essence of Chardonnay in Champagne. Intense minerality and ripe apple and citrus fruits accompany the purity and crisp texture that are part of its ability to age. The wine can continue for many years, certainly to 2025 and beyond.",Le Mesnil Blanc de Blancs Brut,98,520,Champagne,Champagne,[EMPTY],Salon,Roger Voss,@vossroger
Yao Ming 2010 Family Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,US,"We can debate the pricing on Yao Ming's new reserve, but what's undeniable, by any modern standard, is the wine's excellence. A blend of fruit from Atlas Peak and Rutherford, the wine is a barrel selection from the winery's regular 2010 output, and accounts for only about 20% of total production. The Cabernet Sauvignon is mixed with a little Merlot, Cabernet Franc and Petit Verdot. It's delicious in blackberry, cassis liqueur, dark chocolate and oak flavors, and well structured in acids and tannins. The wine should develop in the bottle for at least 10 years.",Family Reserve,98,625,California,Napa Valley,Napa,Yao Ming,[EMPTY],[EMPTY]
Château Haut-Brion 2007  Pessac-Léognan,Bordeaux-style White Blend,France,"The palate opens slowly, offering an initial citrus character, followed by wood and then, finally, wonderfully rich, but taut fruit. There is still a toast character here, with apricots and pear on top of the citrus, but it is still only just developing. In 10–15 years, it will be a magnificent wine.",[EMPTY],98,800,Bordeaux,Pessac-Léognan,[EMPTY],Château Haut-Brion,Roger Voss,@vossroger
Vine Cliff 2007 Cabernet Sauvignon (Oakville),Cabernet Sauvignon,US,"Pretty much as good as Napa Cabernet gets. Shows the blackberries, black currants, blueberries and spicy plums of Oakville and scads of spices, and the tannin-acid structure is, in a word, superb. The oak elaboration is just about perfect, adding a tasteful layer of smoky, buttered toast. The finish goes on and on.",[EMPTY],98,75,California,Oakville,Napa,Vine Cliff,[EMPTY],[EMPTY]
Emilio Moro 2009 Clon de la Familia  (Ribera del Duero),Tinto Fino,Spain,"Luscious prune and blackberry aromas come with complex notes of graphite, toast and tobacco. The palate on this 80-case, high-end Tinto Fino is about as full as they come while still maintaining impeccable balance. Roasted berry, cassis and salty leather flavors are delicious but also challenging, while baked berry flavors, raw power and ripe tannins define the finish. Drink this outstanding Spanish wine from 2014 through 2024.",Clon de la Familia,98,450,Northern Spain,Ribera del Duero,[EMPTY],Emilio Moro,Michael Schachner,@wineschach
Dolce 2006 Semillon-Sauvignon Blanc (Napa Valley),Semillon-Sauvignon Blanc,US,"With this wine, Dolce cements its status as California's most consistently great dessert wine. This year's blend is 80% Sémillon and 20% Sauvignon Blanc, and the grapes were infected with the botrytis, resulting in the fantastic sweetness. Devastating in apricot, orange, pear, honey, vanilla and créme brûlée flavors, in an unctuous, viscous texture, with wonderfully clean acidity, it's certainly one of the greatest sweet California wines in memory.",[EMPTY],98,85,California,Napa Valley,Napa,Dolce,[EMPTY],[EMPTY]
Araujo 2007 Eisele Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,US,"Profoundly beautiful aroma on this Cab, a perfect union of oaky char and vanilla with ripe blackberries and cassis. Hard to exaggerate the beauty. Powerful, yet never pushy, with classic Napa balance. Rich, sweet, almost meaty, with massive tannins that are refined and smooth. Very great density and weight. Really defines the vineyard, and should age effortlessly for 20 years",Eisele,98,275,California,Napa Valley,Napa,Araujo,[EMPTY],[EMPTY]
Conti Costanti 2010 Riserva  (Brunello di Montalcino),Sangiovese,Italy,"Aromas of ripe black-skinned fruit, new leather, menthol and a whisper of blue flower unfold on this stunning, elegantly structured wine. The vibrant palate doles out ripe black cherry, cinnamon and star anise framed in firm, fine-grained tannins. Hold for even more complexity. Absolutely superb. Drink 2022–2035.",Riserva,98,190,Tuscany,Brunello di Montalcino,[EMPTY],Conti Costanti,Kerin O’Keefe,@kerinokeefe
Baricci 2010 Nello Riserva  (Brunello di Montalcino),Sangiovese,Italy,"New leather, mature black-skinned fruit, tilled soil and a touch of dark spice are some of the aromas you'll find on this fantastic, full-bodied red. The big, velvety palate shows power and finesse, offering mouthfuls of juicy wild cherry, black raspberry, licorice, Mediterranean herb and a note of exotic spice framed in firm, ripe tannins. It's already balanced and delicious, but hold for more complexity. Drink 2020–2035.",Nello Riserva,98,120,Tuscany,Brunello di Montalcino,[EMPTY],Baricci,Kerin O’Keefe,@kerinokeefe
Williams Selyem 2013 Coastlands Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,US,"There is something ethereal and beyond words about this wine, a full-bodied but never intrusive expression of spicy cinnamon, black pepper and wild pine that makes it a puzzle worth trying to solve. Fruit plays a part, though softly, eking out shadows of raspberry and just-picked strawberry atop smooth, silky tannins and a measured, seductive body. The finish recalls a clove cigarette enjoyed in the rain.",Coastlands Vineyard,98,75,California,Sonoma Coast,Sonoma,Williams Selyem,Virginie Boone,@vboone
Quilceda Creek 2006 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,US,"The 2006 flagship Cabernet from Quilceda Creek is a massive wine that has just begun to emerge from its slumber. When first released the wine seemed to have entered a dumb phase, but six months later it responds to decanting and shows its muscle. Fruit flavors of black, brandied cherries, cassis and bourbon-soaked plums are wrapped in generous, layered oak. The wine is dusty, smoky, laced with streaks of licorice and brightened with sharp acids. It continues to expand further in the glass, adding flesh and spice to its frame, with a cedar/cigar box finish.",[EMPTY],98,125,Washington,Columbia Valley (WA),Columbia Valley,Quilceda Creek,Paul Gregutt,@paulgwine 
